shift,question,options,answer,subject,chapter
2023 08 Apr Shift 2,"A steel rod of length 1 m and cross-sectional area 10−4 m2 is heated from 0°C to 200°C without being allowed to extend or bend. The compressive tension produced in the rod is _____×104 N. (Given Young's modulus of steel = 2×1011 N m−2, coefficient of linear expansion = 10−5 K−1 )",,2,,
2023 08 Apr Shift 2,Work done by a Carnot engine operating between temperatures 127°C and 27°C is 2 kJ. The amount of heat transferred to the engine by the reservoir is:,(1) 8 kJ | (2) 2.67 kJ | (3) 2 kJ | (4) 4 kJ,4,,
2023 08 Apr Shift 2,The temperature at which the kinetic energy of oxygen molecules becomes double than its value at 27°C is,(1) 927°C | (2) 327°C | (3) 1227°C | (4) 627°C,2,,
2023 08 Apr Shift 2,"For particle P revolving round the centre O with radius of circular path r and regular velocity ω, as shown in below figure, the projection of OP on the x-axis at time t is Join the Most Relevant Test Series for JEE Main with Most Detailed & Advanced Analysis here: https://links.mathongo.com/mWN J EE Main 2023 (08 Apr Shift 2) JEE Main Previous Year Paper Question Paper MathonGo",(1) x(t) = r cos(ωt− π) | (2) x(t) = r cos(ωt+ π) 6 6 | (3) x(t) = r sin(ωt+ π) | (4) x(t) = r cos(ωt) 6,3,,
2023 08 Apr Shift 2,A guitar string of length 90 cm vibrates with a fundamental frequency of 120 Hz. The length of the string producing a fundamental of 180 Hz will be _____ cm,,4,,
2023 08 Apr Shift 2,"Electric potential at a point P due to a point charge of 5×10−9 C is 50 V. The distance of P from the point charge is: (Assume, 1 = 9×109 N m2 C−2) 4πε 0",(1) 9 cm | (2) 3 cm | (3) 0.9 cm | (4) 90 cm,3,,
2023 08 Apr Shift 2,A 600 pF capacitor is charged by 200 V supply. It is then disconnected from the supply and is connected to another uncharged 600 pF capacitor. Electrostatic energy lost in the process is _____ μJ.,,4,,
2023 08 Apr Shift 2,The equivalent resistance between A and B as shown in figure is:,(1) 10 kΩ | (2) 5 kΩ | (3) 20 kΩ | (4) 30 kΩ,3,,
2023 08 Apr Shift 2,The number density of free electrons in copper is nearly 8×1028 m−3. A copper wire has its area of cross- section = 2×10−6 m2 and is carrying a current of 3.2 A. The drift speed of the electrons is _____ ×10−6 m s−1.,,4,,
2023 08 Apr Shift 2,"Given below are two statements: one is labelled as Assertion A and the other is labelled as Reason R. Assertion A : Electromagnets are made of soft iron. Reason R : Soft iron has high permeability and low retentivity. In the light of above statements, choose the most appropriate answer from the options given below.",(1) A is not correct but R is correct | (2) A is correct but R is not correct | (3) Both A and R are correct and R is the correct | (4) Both A and R are correct but R is NOT the explanation of A correct explanation of A Join the Most Relevant Test Series for JEE Main with Most Detailed & Advanced Analysis here: https://links.mathongo.com/mWN J EE Main 2023,4,,
2023 08 Apr Shift 2,The ratio of magnetic field at the centre of a current carrying coil of radius r to the magnetic field at distance r from the centre of coil on its axis is √x : 1. The value of x is _____.,,2,,
2023 08 Apr Shift 2,"An emf of 0.08 V is induced in a metal rod of length 10 cm held normal to a uniform magnetic field of 0.4 T, when move with a velocity of:",(1) 0.5 m s−1 | (2) 20 m s−1 | (3) 3.2 m s−1 | (4) 2 m s−1,30,,
2023 08 Apr Shift 2,A series combination of resistor of resistance 100 Ω inductor of inductance 1 H and capacitor of capacitance 6.25 μF is connected to an ac source. The quality factor of the circuit will be _____.,,75,,
2023 08 Apr Shift 2,The waves emitted when a metal target is bombarded with high energy electrons are,(1) Microwaves | (2) Infrared rays | (3) X-rays | (4) Radio Waves,4,,
2023 08 Apr Shift 2,Two transparent media having refractive indices 1.0 and 1.5 are separated by a spherical refracting surface of radius of curvature 30 cm. The centre of curvature of surface is towards denser medium and a point object is placed on the principal axis in rarer medium at a distance of 15 cm from the pole of the surface. The distance of image from the pole of the surface is cm.,,60,,
2023 08 Apr Shift 2,The width of fringe is 2 mm on the screen in a double slit experiment for the light of wavelength of 400 nm. The width of the fringe for the light of wavelength 600 nm will be:,(1) 4 mm | (2) 2 mm | (3) 1.33 mm | (4) 3 mm,6,,
2023 08 Apr Shift 2,In photoelectric effect A. The photocurrent is proportional to the intensity of the incident radiation. B. Maximum kinetic energy with which photoelectrons are emitted depends on the intensity of incident light. C. Max K.E. with which photoelectrons are emitted depends on the frequency of incident light. D. The emission of photoelectrons require a minimum threshold intensity of incident radiation. E. Max K.E. of the photoelectrons is independent of the frequency of the incident light. Choose the correct answer from the options given below:,(1) A and B only | (2) A and E only | (3) A and C only | (4) B and C only,125,,
2023 08 Apr Shift 2,The ratio of wavelength of spectral lines H α and H β in the Balmer series is 2 x 0 . The value of x is _____.,,8,,
2023 08 Apr Shift 2,A radio active material is reduced to 1 of its original amount in 3 days. If 8×10−3 kg of the material is left 8 after 5 days the initial amount of the material is,(1) 40 g | (2) 32 g | (3) 64 g | (4) 256 g,4,,
2023 08 Apr Shift 2,"For a given transistor amplifier circuit in CE configuration V = 1 V,R = 1 kΩ,R = 100 kΩ and CC C b β = 100. Value of base current I is b Join the Most Relevant Test Series for JEE Main with Most Detailed & Advanced Analysis here: https://links.mathongo.com/mWN J EE Main 2023 (08 Apr Shift 2) JEE Main Previous Year Paper Question Paper MathonGo",(1) I b = 1.0 μA | (2) I b = 0.1 μA | (3) I b = 100 μA | (4) I b = 10 μA,30,,
2023 08 Apr Shift 2,"The power radiated from a linear antenna of length l is proportional to (Given, λ = Wavelength of wave):",(1) l | (2) ( l ) 2 λ λ l l2 | (3) | (4) λ2 λ,27,,
2023 08 Apr Shift 2,Which of the following have same number of significant figures? (A) 0.00253 (B) 1.0003 (C) 15.0 (D)163 Choose the correct answer from the options given below,"(1) A, B and C only | (2) C and D only | (3) B and C only | (4) A, C and D only",4,,
2023 08 Apr Shift 2,Henry Moseley studied characteristic X-ray spectra of elements. The graph which represents his observation correctly is Given v = Frequency of X-ray emitted Z = Atomic number Join the Most Relevant Test Series for JEE Main with Most Detailed & Advanced Analysis here: https://links.mathongo.com/mWN J EE Main 2023 (08 Apr Shift 2) JEE Main Previous Year Paper Question Paper MathonGo,(1) | (2) | (3) | (4),3,,
2023 08 Apr Shift 2,"The number of atomic orbitals from the following having 5 radial nodes is 7s, 7p, 6s, 8p, 8d",,4,,
2023 08 Apr Shift 2,"The number of species trom the following carrying a single lone pair on central atom Xenon is XeF+,XeO ,XeO F ,XeF−,XeO F ,XeOF ,XeF 5 3 2 2 5 3 2 4 4",,4,,
2023 08 Apr Shift 2,Arrange the following gases in increasing order of van der Waals constant ′a′ (A) Ar (B) CH 4 (C) H 2 O (D) C 6 H 6 Choose the correct option from the following.,"(1) D, C, B and A | (2) B, C, D and A | (3) C, D, B and A | (4) A, B, C and D",2,,
2023 08 Apr Shift 2,"For complete combustion of ethene, C H ( g)+3O ( g) → 2CO ( g)+2H O(l) 2 4 2 2 2 the amount of heat produced as measured in bomb calorimeter is 1406 kJ mol−1 at 300 K. The minimum value of TΔS needed to reach equilibrium is (−) kJ. (Nearest integer) Given: R = 8.3 J K−1 mol−1",,1,,
2023 08 Apr Shift 2,The incorrect statements from the following is: A. The electrical work that a reaction can perform at constant pressure and temperature is equal to the reaction Gibbs energy. B. E∘ is dependent on the pressure. cell ° C. dE cell = Δ r S° dT nF D. A cell is operating reversibly if the cell potential is exactly balanced by an opposing source of potential difference. Join the Most Relevant Test Series for JEE Main with Most Detailed & Advanced Analysis here: https://links.mathongo.com/mWN J EE Main 2023 (08 Apr Shift 2) JEE Main Previous Year Paper Question Paper MathonGo,,3,,
2023 08 Apr Shift 2,"Given below are two statements: Statement-I : Methyl orange is a weak acid. Statement-II : The benzenoid form of methyl orange is more intense/deeply coloured than the quinonoid form. In the light of the above statement, choose the most appropriate answer from the options given below:",(1) Both Statement-I and Statement-II are incorrect | (2) Statement-I is incorrect but Statement-II is correct | (3) Both Statement-I and Statement-II are correct | (4) Statement-I is correct but Statement-II is incorrect,3,,
2023 08 Apr Shift 2,The solubility product of BaSO 4 is 1×10−10 at 298 K. The solubility of BaSO 4 in 0.1M K 2 SO 4 (aq) solution is ------×10−9 g L−1(nearest integer). Given: Molar mass of BaSO 4 is 233 g mol−1,,3,,
2023 08 Apr Shift 2,"Given below are two statements: Statement I: In redox titration, the indicators used are sensitive to change in pH of the solution. Statement II: In acid-base titration, the indicators used are sensitive to change in oxidation potential. In the light of the above statements, choose the most appropriate answer from the options given below",(1) Statement I is correct but Statement II is | (2) Both Statement I and Statement II are incorrect incorrect | (3) Statement I is incorrect but Statement II is | (4) Both Statement I and Statement II are correct correct,1,,
2023 08 Apr Shift 2,Which of the following can reduce decomposition of H 2 O 2 on exposure to light,(1) Urea | (2) Alkali | (3) Glass containers | (4) Dust,1,,
2023 08 Apr Shift 2,"For a good quality cement, the ratio of lime to the total of the oxides of Si,Al and Fe should be as close as to",(1) 4 | (2) 1 | (3) 2 | (4) 3,2,,
2023 08 Apr Shift 2,"Given below are two statements: One is labelled as Assertion A and the other is labelled as Reason R Assertion A: Sodium is about 30 times as abundant as potassium in the oceans. Reason R: Potassium is bigger in size than sodium. In the light of the above statements, choose the correct answer from the options given below",(1) Both A and R are true and R is the correct | (2) A is true but R is false explanation of A | (3) Both A and R are true but R is NOT the correct | (4) Both A and R are false explanation of A,3,,
2023 08 Apr Shift 2,The descending order of acidity for the following carboxylic acid is- (A) CH 3 COOH (B) F 3 C−COOH Join the Most Relevant Test Series for JEE Main with Most Detailed & Advanced Analysis here: https://links.mathongo.com/mWN J EE Main 2023 (08 Apr Shift 2) JEE Main Previous Year Paper Question Paper MathonGo (C) ClCH 2 −COOH (D) FCH 2 −COOH (E) BrCH 2 −COOH Choose the correct answer from the options given below:,(1) B > C > D > E > A | (2) E > D > B > A > C | (3) B > D > C > E > A | (4) D > B > A > E > C,3,,
2023 08 Apr Shift 2,The correct IUPAC nomenclature for the following compound is:,(1) 2-Methyl-5-oxohexanoic acid | (2) 2-Formyl-5-methylhexan-6-oic acid | (3) 5-Methyl-2-oxohexan-6-oic acid | (4) 5-Formyl-2-methylhexanoic acid,1,,
2023 08 Apr Shift 2,Which of these reactions is not a part of breakdown of ozone in stratosphere? ⊙ ⊙ ⊙ ⊙,(1) 2ClO(g) → ClO (g)+Cl(g) | (2) ClO(g)+O(g) → O (g)+Cl 2 2 | (3) C ⊙ l(g)+O (g) → O (g)+ClO ⊙ (g) | (4) CF Cl (g) → uv C ⊙ l(g)+C ⊙ F Cl(g) 3 2 2 2 2,4,,
2023 08 Apr Shift 2,"If the boiling points of two solvents X and Y (having same molecular weights) are in the ratio 2: 1 and their enthalpy of vaporizations are in the ratio 1 : 2, then the boiling point elevation constant of X is m times the boiling point elevation constant of Y. The value of m is (nearest integer).",,4,,
2023 08 Apr Shift 2,The correct reaction profile diagram for a positive catalyst reaction. Join the Most Relevant Test Series for JEE Main with Most Detailed & Advanced Analysis here: https://links.mathongo.com/mWN J EE Main 2023 (08 Apr Shift 2) JEE Main Previous Year Paper Question Paper MathonGo,(1) | (2) | (3) | (4),3,,
2023 08 Apr Shift 2,The statement/s which are true about antagonists from the following is/are: A. They bind to the receptor site. B. Get transferred inside the cell for their action. C. Inhibit the natural communication of the body. D. Mimic the natural messenger. Choose the correct answer from the options given below:,"(1) B only | (2) A, C and D | (3) A and C | (4) A and B",3,,
2023 08 Apr Shift 2,Coagulating value of the electrolytes AlCl 3 and NaCl tor As 2 S 3 are 0.09 and 50.04 respectively. The coagulating power of AlCl 3 is x times the coagulating power of NaCl. The value of x is,,3,,
2023 08 Apr Shift 2,"In Hall-Heroult process, the following is used for reducing Al 2 O 3 :-",(1) Magnesium | (2) Na 3 AlF 6 | (3) Graphite | (4) CaF 2,3,,
2023 08 Apr Shift 2,The ratio of sigma and π bonds present in pyrophosphoric acid is,,4,,
2023 08 Apr Shift 2,Match List-I with List-II LIST-I LIST-II Coordination Number of unpaired electrons Complex A. [Cr(CN) 6 ]3− I. 0 B. [Fe(H 2 O) 6 ]2+ II. 3 C. [Co(NH 3 ) 6 ]3+ III. 2 Join the Most Relevant Test Series for JEE Main with Most Detailed & Advanced Analysis here: https://links.mathongo.com/mWN J EE Main 2023 (08 Apr Shift 2) JEE Main Previous Year Paper Question Paper MathonGo D. [Ni(NH 3 ) 6 ]2+ IV. 4 Choose the correct answer from the options given below:,"(1) A-II, B-IV, C-I, D-III | (2) A-III, B-IV, C-I, D-II | (3) A-II, B-I, C-IV, D-III | (4) A-IV, B-III, C-II, D-I",1411,,
2023 08 Apr Shift 2,The observed magnetic moment of the complex [Mn(NCS) 6 )]x− is 6.06 BM. The numerical value of x is,,1,,
2023 08 Apr Shift 2,"The sum of oxidation state of the metals in Fe(CO) 5, VO2+ and WO 3 is",,233,,
2023 08 Apr Shift 2,The correct order of reactivity of following haloarenes towards nucleophilic substitution with aqueous NaOH is: Choose the correct answer from the options given below:,(1) A > B > D > C | (2) C > A > D > B | (3) D > C > B > A | (4) D > B > A > C,8,,
2023 08 Apr Shift 2,A compound ′X′ when treated with phthalic anhydride in presence of concentrated H 2 SO 4 yields ′Y′. ′Y′ is used as an acid/base indicator. ′X′ and ′Y′ are respectively,"(1) Anisole, methyl orange | (2) Salicylaldehyde, Phenolphthalein | (3) Toludine, Phenolphthalein | (4) Carbolic acid, Phenolphthalein",556,,
2023 08 Apr Shift 2,Major product ′P′ formed in the following reaction is Major product Join the Most Relevant Test Series for JEE Main with Most Detailed & Advanced Analysis here: https://links.mathongo.com/mWN J EE Main 2023 (08 Apr Shift 2) JEE Main Previous Year Paper Question Paper MathonGo,(1) | (2) | (3) | (4),6,,
2023 08 Apr Shift 2,The product (P) formed from the following multistep reaction is:,(1) | (2) | (3) | (4),4,,
2023 08 Apr Shift 2,Match List I with List II List II List I One Letter Natural amino acid Code (A) Glutamic acid (I) Q (B) Glutamine (II) W (C) Tyrosine (III) E Join the Most Relevant Test Series for JEE Main with Most Detailed & Advanced Analysis here: https://links.mathongo.com/mWN ∣ ∣ J EE Main 2023 (08 Apr Shift 2) JEE Main Previous Year Paper Question Paper MathonGo (D) Tryptophan (IV) Y Choose the correct answer from the options given below:,"(1) (A)-III, B-IV, (C)-I, (D)-II | (2) (A)-IV, B-III, (C)-I, (D)-II | (3) (A)-III, B-I, (C)-IV, (D)-II | (4) (A)-II, B-I, (C)-IV, (D)-III",10,,
2023 08 Apr Shift 2,"Let m and n be the numbers of real roots of the quadratic equations x2 −12x+[x]+31 = 0 and x2 −5 x+2 −4 = 0 respectively, where [x] denotes the greatest integer ≤ x. Then m2 +mn+n2 is equal to",,1,,
2023 08 Apr Shift 2,"Let A = {θ ∈ (0, 2π) : 1+2isinθ is purely imaginary} Then the sum of the elements is in A is 1−isinθ",(1) 4π | (2) 3π | (3) π | (4) 2π,2,,
2023 08 Apr Shift 2,"If the number of words, with or without meaning. which can be made using all the letters of the word MATHEMATICS in which C and S do not come together, is (6!)k then k is equal to",(1) 2835 | (2) 5670 | (3) 1890 | (4) 945,3,,
2023 08 Apr Shift 2,Let a n be nth term of the series 5+8+14+23+35+50+.......and S n = ∑n k=1 a k. Then S 30 −a 40 is equal to,(1) 11310 | (2) 11260 | (3) 11290 | (4) 11280,4,,
2023 08 Apr Shift 2,"Let 0 < z < y < x be three real numbers such that 1, 1, 1 are in an arithmetic progression and x,√2y,z are x y z in a geometric progression. If xy+yz+zx = 3 xyz, then 3(x+y+z)2 is equal to √2",,3,,
2023 08 Apr Shift 2,The absolute difference of the coefficients of x10 and x7 in the expansion of (2x2 + 1 ) 11 is equal to 2x,(1) 133 −13 | (2) 113 −11 | (3) 103 −10 | (4) 123 −12,4,,
2023 08 Apr Shift 2,25190 −19190 −8190 +2190 is divisible by,(1) neither 14 nor 34 | (2) 14 but not by 34 | (3) 34 but not by 14 | (4) both 14 and 34,1,,
2023 08 Apr Shift 2,The value of 36(4 cos2 9∘ −1 )(4 cos2 27∘ −1 )(4 cos2 81∘ −1 )(4 cos2 243∘ −1 ) is,(1) 54 | (2) 18 | (3) 27 | (4) 36,3,,
2023 08 Apr Shift 2,"Let A(0,1), B(1,1) and C(1,0) be the mid-points of the sides of a triangle with incentre at the point D. If the focus of the parabola y2 = 4ax passing through D is (α+β√2,0), where α and β are rational numbers, then α is equal to β2",(1) 8 | (2) 12 | (3) 6 | (4) 9 2 Join the Most Relevant Test Series for JEE Main with Most Detailed & Advanced Analysis here: https://links.mathongo.com/mWN J EE Main 2023,3,,
2023 08 Apr Shift 2,"Let O be the origin and OP and OQ be the tangents to the circle x2 +y2 −6x+4y+8 = 0 at the points P and Q on it. If the circumcircle of the triangle OPQ passes through the point (α, 1), then a value of α is 2",(1) 3 | (2) −1 2 2 | (3) 5 | (4) 1 2,2,,
2023 08 Apr Shift 2,"The ordinates of the points P and Q on the parabola with focus (3,0) and directrix x = −3 are in the ratio 3 : 1. If R(α,β) is the point of intersection of the tangents to the parabola at P and Q, then β2 is equal to α",,4,,
2023 08 Apr Shift 2,"If α > β > 0 are the roots of the equation ax2 +bx+1 = 0, and 1 lim ( 1−cos(x2+bx+a) )2 = 1(1 − 1), then k is equal to 2(1−αx)2 k β α x→1 α",(1) 2β | (2) α | (3) 2α | (4) β,2,,
2023 08 Apr Shift 2,The negation of (p∧(−q))∨(−p) is equivalent to,(1) p∧(−q) | (2) p∧q | (3) p∨(q∨(−p)) | (4) p∧(q∧(−p)),3,,
2023 08 Apr Shift 2,"Let the mean and variance of 12 observations be 9 and 4 respectively. Later on, it was observed that two 2 observations were considered as 9 and 10 instead of 7 and 14 respectively. If the correct variance is m , where n m and n are coprime, then m+n are coprime, then m+n is equal to",(1) 315 | (2) 316 | (3) 314 | (4) 317,1,,
2023 08 Apr Shift 2,"Let A = {1,2,3,4,5,6,7}. Then the relation R = {(x,y) ∈ A×A : x+y = 7} is",(1) an equivalence relation | (2) symmetric but neither reflexive nor transitive | (3) transitive but neither symmetric nor reflexive | (4) reflexive but neither symmetric nor transitive 1 5,1,,
2023 08 Apr Shift 2,"If A = [ ], A−1 = αA+βI and α+β = −2, then 4α2 +β2 +λ2 is equal to : λ 10",(1) 12 | (2) 19 | (3) 14 | (4) 10,3,,
2023 08 Apr Shift 2,"Let S be the set of all values of θ ∈ [−π,π] for which the system of linear equations x+y+√3z = 0 −x+(tanθ)y+√7z = 0 x+y+(tanθ)z = 0 has non-trivial solution.Then 120 ∑ θ is equal to π 0∈S",(1) 20 | (2) 40 | (3) 30 | (4) 10,2,,
2023 08 Apr Shift 2,"If domain of the function log (6x2+5x+1)+cos−1(2x2−3x+4) is (α,β)∪(γ,δ), then 18(α2 +β2 +γ2 +δ2) e 2x−1 3x−5 is equal to Join the Most Relevant Test Series for JEE Main with Most Detailed & Advanced Analysis here: https://links.mathongo.com/mWN J EE Main 2023 (08 Apr Shift 2) JEE Main Previous Year Paper Question Paper MathonGo",,1,,
2023 08 Apr Shift 2,"Let R = {a,b,c,d,e} and S = {1,2,3,4}. Total number of onto functions f : R → S such that f(a) ≠ 1, is equal to ________.",,1,,
2023 08 Apr Shift 2,"3x2 +k√x+1, 0 < x < 1 Let k and m be positive real numbers such that the function f(x) = { mx2 +k2, x ≥ 1 is differentiable for all x > 0. Then 8f′",(8) is equal to f′ | (1) 8,1,,
2023 08 Apr Shift 2,The integral ∫((x) x +,(2) x )log x dx is equal to 2 x 2 | (1) (x) x + | (2) x +C | (2) (x) x − | (2) x +C 2 x 2 x | (3) (x) x log (x)+C | (4) (x) x log | (2)+C 2 2 2 2 2 x,9,,
2023 08 Apr Shift 2,"Let [t] denote the greatest integer function. If ∫2.4[x2]dx = α+β√2+γ√3+δ√5,then α+β+γ+δ is equal to 0",,150,,
2023 08 Apr Shift 2,"Let the area enclosed by the lines x+y = 2, y = 0, x = 0 and the curve f(x) = min{x2 + 3,1+[x]} 4 where [x] denotes the greatest integer ≤ x, be A. Then the value of 12A is",,16,,
2023 08 Apr Shift 2,"Let the solution curve x = x(y),0 < y < π , of the differential equation 2 (log (cosy))2cosy dx−(1+3xlog (cosy))siny dy = 0 satisfy x(π) = 1 . If x(π) = 1 , e e 3 2log 2 6 log m−log n e e e where m and n are coprime, then mn is equal to −−−→ → →",,20,,
2023 08 Apr Shift 2,"Let the vectors u 1 = ˆ i+ ˆ j+a ˆ k, u 2 = ˆ i+b ˆ j+ ˆ k, and u 3 = c ˆ i+ ˆ j+ ˆ k be coplanar. If the vectors −−→ → → v 1 = (a+b)ˆi+cˆj+c ˆ k, v 2 = aˆi+(b+c)ˆj+a ˆ k and v 3 = bˆi+bˆj+(c+a) ˆ k are also coplanar, then 6(a+b+c) is equal to",(1) 0 | (2) 4 | (3) 12 | (4) 6,180,,
2023 08 Apr Shift 2,"The area of the quadrilateral ABCD with vertices A(2,1,1), B(1,2,5), C(−2,−3,5) and D(1,−6,−7) is equal to",(1) 48 | (2) 8√38 | (3) 54 | (4) 9√38,309,,
2023 08 Apr Shift 2,"For a,b ∈ Z and |a−b| ≤ 10, let the angle between the plane P : a x+y−z = b and the line L : x−1 = a−y = z+1 be cos−1",(1) If the distance of the point | (1) 32 | (2) 85 | (3) 25 | (4) 48,6,,
2023 08 Apr Shift 2,"Let P be the plane passing through the line x−1 = y−2 = z+5 and the point (2,4,−3). If the image of the 1 −3 7 point (−1,3,4) in the plane P is (α,β,γ), then α+β+γ is equal to",(1) 10 | (2) 12 | (3) 9 | (4) 11,17,,
2023 08 Apr Shift 2,"Let P 1 be the plane 3x−y−7z = 11 and P 2 be the plane passing through the points (2,−1,0), (2,0,−1), and (5,1,1). If the foot of the perpendicular drawn from the point (7,4,−1) on the line of intersection of the Join the Most Relevant Test Series for JEE Main with Most Detailed & Advanced Analysis here: https://links.mathongo.com/mWN J EE Main 2023 (08 Apr Shift 2) JEE Main Previous Year Paper Question Paper MathonGo planes P 1 and P 2 is (α,β,γ), then α+β+γ is equal to",,12,,
2023 08 Apr Shift 2,"If the probability that the random variable X takes values x is given by P(X = x) = k(x+1)3−x, x = 0,1,2,3,……, where k is a constant, then P(X ≥ 2) is equal to 7 7",(1) | (2) 27 18 11 20 | (3) | (4) 18 27 Join the Most Relevant Test Series for JEE Main with Most Detailed & Advanced Analysis here: https://links.mathongo.com/mWN JEE Main 2023,11,,
2023 08 Apr Shift 1,A cylindrical wire of mass (0.4 ± 0.01) g has length (8 ± 0.04) cm and radius (6 ± 0.03) mm. The maximum error in its density will be,(1) 3.5% | (2) 5% | (3) 1% | (4) 4%,4,,
2023 08 Apr Shift 1,Two forces having magnitude A and A are perpendicular to each other. The magnitude of their resultant is: 2,(1) √5A | (2) √5A 4 2 | (3) 5A | (4) √5A2 2 2 1,2,,
2023 08 Apr Shift 1,Dimension of should be equal to μ0ε0,(1) L T−1 | (2) T2 L−2 | (3) L2 T−2 | (4) T L−1,3,,
2023 08 Apr Shift 1,Two projectiles A and B are thrown with initial velocities of 40 m s−1 and 60 m s−1 at angles 30° and 60° with the horizontal respectively. The ratio of their ranges respectively is (g = 10 m s−2),(1) 4 : 9 | (2) 2 : √3 | (3) √3 : 2 | (4) 1 : 1,1,,
2023 08 Apr Shift 1,At any instant the velocity of a particle of mass 500 g is (2t ˆi + 3t2 ˆj) m s−1 . If the force acting on the particle at t = 1 s is (ˆi + x ˆj) N . Then the value of x will be:,(1) 3 | (2) 4 | (3) 2 | (4) 6,1,,
2023 08 Apr Shift 1,The momentum of a body is increased by 50%. The percentage increase in the kinetic energy of the body is_ _______%.,,4,,
2023 08 Apr Shift 1,"The moment of inertia of a semicircular ring about an axis, passing through the center and perpendicular to the plane of ring, is 1 MR2 , where R is the radius and M is the mass of the semicircular ring. The value of x will x be _______.",,1,,
2023 08 Apr Shift 1,"Given below are two statements: Statement I: If E be the total energy of a satellite moving around the earth, then its potential energy will be E . 2 Statement II: The kinetic energy of a satellite revolving in an orbit is equal to the half the magnitude of total energy E. In the light of the above statements, choose the most appropriate answer from the options given below.",(1) Statement I is correct but Statement II is incorrect | (2) Statement I is incorrect but Statement II is correct | (3) Both Statement I and Statement II are correct | (4) Both Statement I and Statement II are incorrect,3,,
2023 08 Apr Shift 1,The weight of a body on the earth is 400 N. Then weight of the body when taken to a depth half of the radius of the earth will be:,(1) 200 N | (2) Zero | (3) 100 N | (4) 300 N,4,,
2023 08 Apr Shift 1,An aluminium rod with Young’s modulus Y = 7.0 ×1010 N m−2 undergoes elastic strain of 0.04%. The energy per unit volume stored in the rod in SI unit Join the Most Relevant Test Series for JEE Main with Most Detailed & Advanced Analysis here: https://links.mathongo.com/mWN J EE Main 2023 (08 Apr Shift 1) JEE Main Previous Year Paper Question Paper MathonGo,(1) 2800 | (2) 11200 | (3) 5600 | (4) 8400,4,,
2023 08 Apr Shift 1,"An air bubble of volume 1 cm3 rises from the bottom of a lake 40 m deep to the surface at a temperature of 12°C. The atmospheric pressure is 1×105 Pa, the density of water is 1000 kg m−3 and g = 10 m s−2. There is no difference of the temperature of water at the depth of 40 m and on the surface. The volume of air bubble when it reaches the surface will be",(1) 2 cm3 | (2) 3 cm3 | (3) 4 cm3 | (4) 5 cm3,1,,
2023 08 Apr Shift 1,"An air bubble of diameter 6 mm rises steadily through a solution of density 1750 kg m−3 at the rate of 0.35 cm s−1. The co-efficient of viscosity of the solution (neglect density of air) is ________ Pas (given, g = 10 m s−2).",,1,,
2023 08 Apr Shift 1,"Given below are two statements: Statement I: If heat is added to a system, its temperature must increase. Statement II: If positive work is done by a system in a thermodynamic process, its volume must increase. In the light of the above statements, choose the correct answer from the options given below",(1) Statement I is true but Statement II is false | (2) Both Statement I and Statement II are false | (3) Both Statement I and Statement II are true | (4) Statement I is false but Statement II is true,2,,
2023 08 Apr Shift 1,The engine of a train moving with speed 10 m s−1 towards a platform sounds a whistle at frequency 400 Hz. The frequency heard by a passenger inside the train is: (Neglect air speed. Speed of sound in air = 330 m s−1),(1) 400 Hz | (2) 200 Hz | (3) 412 Hz | (4) 388 Hz,2,,
2023 08 Apr Shift 1,An organ pipe 40 cm long is open at both ends. The speed of sound in air is 360 m s−1. The frequency of the second harmonic is _________ Hz.,,2,,
2023 08 Apr Shift 1,"Graphical variation of electric field due to a uniformly charged insulating solid sphere of radius R, with distance r from the centre O is represented by:",(1) Dig | (2) | (3) | (4),3,,
2023 08 Apr Shift 1,An electric dipole of dipole moment is 6.0 × 10−6 C m placed in a uniform electric field of 1.5 × 103 N C−1 in such a way that dipole moment is along electric field. The work done in rotating dipole by 180° in this field will be_______mJ.,,1,,
2023 08 Apr Shift 1,In this figure the resistance of the coil of galvanometer G is 2 Ω. The emf of the cell is 4 V. The ratio of potential difference across C 1 and C 2 is,(1) 1 | (2) 4 5 5 3 | (3) | (4) 4 4,2,,
2023 08 Apr Shift 1,"A current of 2 A flows through a wire of cross-sectional area 25.0 mm2. The number of free electrons in a cubic meter are 2.0×1028 . The drift velocity of the electrons is _____ ×10−6 ms−1 (given, charge on electron = 1.6×10−19C).",,1,,
2023 08 Apr Shift 1,Certain galvanometers have a fixed core made of non magnetic metallic material. The function of this metallic material is ,(1) to oscillate the coil in magnetic field for longer | (2) to bring the coil to rest quickly period of time | (3) to produce large deflecting torque on the coil | (4) to make the magnetic field radial,2,,
2023 08 Apr Shift 1,"A charge particle moving in magnetic field B, has the components of velocity along B as well as perpendicular to B. The path of the charge particle will be",(1) helical path with the axis perpendicular to the | (2) helical path with the axis along magnetic field B direction of magnetic field B | (3) circular path | (4) straight along the direction of magnetic field B,125,,
2023 08 Apr Shift 1,"The magnetic intensity at the centre of a long current carrying solenoid is found to be 1.6 ×103 A m−1. If the number of turns is 8 per cm, then the current flowing through the solenoid is ______A.",,1,,
2023 08 Apr Shift 1,An oscillating LC circuit consists of a 75 mH inductor and a 1.2 µF capacitor. If the maximum charge to the capacitor is 2.7 µC. The maximum current in the circuit will be _______ mA.,,10,,
